id,age_at_entry,income_level,health_score,pension_contrib_rate,true_event_time,censor_time,time_to_event,event_observed,method
1297,57,48658.97,62.6,0.062,52.412,10.085,10.085,0,zero
1298,30,36552.73,65.1,0.035,18.081,21.518,18.081,1,zero
1299,39,42049.94,64.3,0.072,16.812,20.857,16.812,1,zero
1300,56,45289.42,72.5,0.12,10.784,25.0,10.784,1,zero
1301,35,33135.97,75.9,0.057,7.38,22.586,7.38,1,zero
1302,47,63888.11,65.7,0.096,12.843,25.0,12.843,1,zero
1303,50,46930.96,62.9,0.079,8.366,25.0,8.366,1,zero
1304,58,55635.83,71.4,0.059,25.184,6.222,6.222,0,zero
1305,58,52852.29,53.5,0.038,14.154,16.139,14.154,1,zero
1306,53,43927.47,70.3,0.049,9.848,25.0,9.848,1,zero
1307,28,56629.47,85.6,0.1,26.146,25.0,25.0,0,zero
1308,41,42254.98,63.0,0.055,8.683,25.0,8.683,1,zero
1309,59,31242.7,68.2,0.043,5.467,5.024,5.024,0,zero
1310,37,40177.83,80.2,0.06,33.313,15.932,15.932,0,zero
1311,39,27926.0,77.5,0.083,31.036,18.979,18.979,0,zero
1312,53,15000.0,70.6,0.093,2.637,5.236,2.637,1,zero
1313,53,29769.49,69.4,0.065,16.802,2.333,2.333,0,zero
1314,35,40874.58,57.6,0.075,13.939,25.0,13.939,1,zero
1315,56,52743.1,74.9,0.071,13.001,3.394,3.394,0,zero
1316,26,29733.77,56.6,0.031,21.051,25.0,21.051,1,zero
1317,38,52121.95,49.3,0.066,10.203,10.603,10.203,1,zero
1318,44,25471.8,80.1,0.083,1.832,11.561,1.832,1,zero
1319,46,28965.73,73.9,0.081,6.887,13.572,6.887,1,zero
1320,35,57389.88,78.8,0.097,11.554,24.551,11.554,1,zero
1321,51,40571.45,62.6,0.09,2.273,25.0,2.273,1,zero
1322,27,37916.54,74.7,0.055,14.498,15.737,14.498,1,zero
1323,41,42823.36,65.6,0.053,15.371,25.0,15.371,1,zero
1324,52,25523.16,66.7,0.072,14.665,25.0,14.665,1,zero
1325,53,36029.82,79.7,0.096,9.332,25.0,9.332,1,zero
1326,45,40031.93,68.5,0.038,8.029,18.272,8.029,1,zero
1327,40,54776.57,63.0,0.115,9.753,9.23,9.23,0,zero
1328,44,19954.99,56.3,0.079,17.95,8.361,8.361,0,zero
1329,30,61155.88,73.6,0.058,14.433,25.0,14.433,1,zero
1330,43,38504.23,80.6,0.092,29.066,25.0,25.0,0,zero
1331,29,26673.33,62.2,0.034,13.846,22.489,13.846,1,zero
1332,27,24500.38,76.9,0.074,34.5,25.0,25.0,0,zero
1333,25,43277.79,60.6,0.074,16.02,25.0,16.02,1,zero
1334,39,23833.49,77.5,0.045,7.042,25.0,7.042,1,zero
1335,58,33278.52,70.3,0.105,10.971,1.924,1.924,0,zero
1336,59,37001.16,72.7,0.102,12.505,24.088,12.505,1,zero
1337,49,53724.11,63.0,0.044,20.465,11.315,11.315,0,zero
1338,48,52221.44,73.6,0.063,15.196,25.0,15.196,1,zero
1339,36,32284.09,64.0,0.039,3.456,17.654,3.456,1,zero
1340,42,37447.8,65.9,0.106,15.95,12.962,12.962,0,zero
1341,39,20855.38,54.8,0.059,22.43,15.486,15.486,0,zero
1342,40,15530.85,62.3,0.07,23.472,23.748,23.472,1,zero
1343,51,25251.37,64.7,0.059,12.057,23.184,12.057,1,zero
1344,32,53477.17,73.1,0.058,3.211,16.358,3.211,1,zero
1345,49,49360.97,76.0,0.097,5.782,25.0,5.782,1,zero
1346,41,44601.24,63.9,0.097,25.126,6.173,6.173,0,zero
1347,53,22508.51,68.4,0.077,16.286,25.0,16.286,1,zero
1348,32,31460.09,86.9,0.089,39.54,25.0,25.0,0,zero
1349,39,29706.15,71.3,0.076,15.147,20.656,15.147,1,zero
1350,51,38008.02,64.6,0.033,23.799,25.0,23.799,1,zero
1351,31,37251.36,53.2,0.036,26.112,7.483,7.483,0,zero
1352,27,27976.52,61.5,0.065,17.04,25.0,17.04,1,zero
1353,53,44190.6,61.1,0.097,18.544,25.0,18.544,1,zero
1354,48,42747.36,89.8,0.112,6.55,25.0,6.55,1,zero
1355,27,31254.12,61.5,0.033,20.58,7.101,7.101,0,zero
1356,44,43651.34,70.5,0.063,36.463,25.0,25.0,0,zero
1357,39,53491.42,73.7,0.05,9.887,25.0,9.887,1,zero
1358,49,57136.73,81.1,0.103,27.056,25.0,25.0,0,zero
1359,54,45887.95,70.1,0.106,9.386,25.0,9.386,1,zero
1360,38,45535.22,64.9,0.049,28.768,25.0,25.0,0,zero
1361,31,37118.33,64.2,0.094,21.01,1.357,1.357,0,zero
1362,41,52356.55,73.6,0.096,38.336,18.105,18.105,0,zero
1363,44,27155.78,63.2,0.046,16.586,25.0,16.586,1,zero
1364,33,50966.2,59.0,0.069,15.901,25.0,15.901,1,zero
1365,46,36548.74,64.9,0.086,1.256,23.657,1.256,1,zero
1366,26,57891.24,56.8,0.032,37.844,4.822,4.822,0,zero
1367,48,47058.48,88.5,0.066,16.122,20.702,16.122,1,zero
1368,32,39185.61,76.0,0.044,25.478,24.112,24.112,0,zero
1369,35,37162.15,86.2,0.079,6.792,13.353,6.792,1,zero
1370,37,46307.35,74.9,0.106,33.734,13.153,13.153,0,zero
1371,41,45725.49,85.2,0.077,17.438,9.185,9.185,0,zero
1372,32,35219.88,73.7,0.033,37.806,10.64,10.64,0,zero
1373,45,41102.03,77.3,0.033,23.636,25.0,23.636,1,zero
1374,42,50756.68,48.7,0.084,5.548,3.802,3.802,0,zero
1375,54,23639.72,60.9,0.06,10.527,9.118,9.118,0,zero
1376,42,48710.54,70.4,0.082,34.1,25.0,25.0,0,zero
1377,55,46254.57,70.6,0.045,23.332,25.0,23.332,1,zero
1378,56,54239.77,69.2,0.1,12.492,18.246,12.492,1,zero
1379,35,31412.16,74.5,0.107,33.3,25.0,25.0,0,zero
1380,49,40068.59,74.9,0.11,8.582,1.432,1.432,0,zero
1381,57,42460.82,78.7,0.057,11.409,0.561,0.561,0,zero
1382,32,48865.56,76.7,0.089,30.629,8.813,8.813,0,zero
1383,35,45149.4,82.0,0.055,12.49,25.0,12.49,1,zero
1384,46,25125.34,82.1,0.099,12.575,8.26,8.26,0,zero
1385,48,43492.53,71.7,0.041,22.556,16.693,16.693,0,zero
1386,41,64050.75,90.8,0.099,32.282,16.636,16.636,0,zero
1387,36,47341.09,83.6,0.07,9.764,20.164,9.764,1,zero
1388,56,59656.56,61.9,0.107,17.399,2.487,2.487,0,zero
1389,39,52516.74,73.9,0.097,21.304,14.428,14.428,0,zero
1390,40,56348.82,51.6,0.064,18.547,1.562,1.562,0,zero
1391,46,43719.62,53.3,0.111,19.812,25.0,19.812,1,zero
1392,52,46262.14,65.0,0.056,7.154,8.138,7.154,1,zero
1393,44,43066.21,61.2,0.117,19.075,25.0,19.075,1,zero
1394,57,40052.09,65.1,0.099,16.403,24.347,16.403,1,zero
1395,34,48906.34,73.3,0.119,25.954,25.0,25.0,0,zero
1396,56,33747.98,82.3,0.035,13.804,25.0,13.804,1,zero
1397,57,62624.59,81.7,0.055,16.625,25.0,16.625,1,zero
1398,26,28863.84,74.1,0.097,13.572,25.0,13.572,1,zero
1399,57,49736.66,59.1,0.113,16.644,9.165,9.165,0,zero
1400,57,56544.06,64.4,0.033,15.883,12.04,12.04,0,zero
1401,37,37880.54,76.4,0.03,13.816,25.0,13.816,1,zero
1402,54,26644.27,61.7,0.053,12.072,17.156,12.072,1,zero
1403,57,53866.36,57.3,0.107,20.982,1.501,1.501,0,zero
1404,37,42440.74,74.9,0.099,4.487,25.0,4.487,1,zero
1405,50,49759.79,69.5,0.061,39.603,10.779,10.779,0,zero
1406,46,38686.54,67.9,0.03,5.149,25.0,5.149,1,zero
1407,26,60783.1,81.1,0.08,29.606,25.0,25.0,0,zero
1408,50,15000.0,80.9,0.051,11.844,25.0,11.844,1,zero
1409,39,44514.13,87.8,0.097,8.232,21.794,8.232,1,zero
1410,58,56100.99,63.5,0.07,29.045,25.0,25.0,0,zero
1411,35,41264.07,74.3,0.091,16.524,17.235,16.524,1,zero
1412,27,43628.3,70.2,0.107,8.168,13.855,8.168,1,zero
1413,30,34791.86,73.4,0.078,23.815,25.0,23.815,1,zero
1414,33,40248.26,58.7,0.06,20.535,22.7,20.535,1,zero
1415,30,19937.72,56.0,0.099,26.376,25.0,25.0,0,zero
1416,33,31378.82,69.6,0.054,14.35,25.0,14.35,1,zero
1417,55,30558.94,61.6,0.11,5.936,25.0,5.936,1,zero
1418,56,48029.49,79.4,0.036,4.286,18.129,4.286,1,zero
1419,36,33143.56,55.0,0.105,17.311,23.793,17.311,1,zero
1420,32,33490.29,55.8,0.038,17.843,25.0,17.843,1,zero
1421,32,35464.92,65.8,0.035,42.583,25.0,25.0,0,zero
1422,52,31016.26,54.6,0.063,13.845,25.0,13.845,1,zero
1423,44,43228.27,86.8,0.116,35.758,25.0,25.0,0,zero
1424,31,44531.58,68.2,0.119,50.221,13.949,13.949,0,zero
1425,35,49900.22,64.0,0.048,17.186,4.588,4.588,0,zero
1426,44,47833.0,74.7,0.043,8.242,17.089,8.242,1,zero
1427,40,46633.09,78.8,0.062,10.156,25.0,10.156,1,zero
1428,28,36052.38,72.1,0.06,13.304,24.326,13.304,1,zero
1429,30,35282.75,69.3,0.098,16.221,25.0,16.221,1,zero
1430,46,29545.47,60.2,0.07,4.41,0.234,0.234,0,zero
1431,50,29329.08,76.3,0.1,8.034,2.001,2.001,0,zero
1432,27,42331.14,84.2,0.097,15.2,19.228,15.2,1,zero
1433,38,31367.01,67.8,0.082,0.787,25.0,0.787,1,zero
1434,35,57619.89,61.5,0.105,14.655,25.0,14.655,1,zero
1435,42,39549.99,71.8,0.048,6.197,25.0,6.197,1,zero
1436,36,58016.68,70.0,0.045,20.509,21.233,20.509,1,zero
1437,47,46861.2,57.8,0.098,6.938,11.06,6.938,1,zero
1438,36,30673.16,65.0,0.052,23.788,25.0,23.788,1,zero
1439,37,39255.45,87.9,0.03,6.526,25.0,6.526,1,zero
1440,49,19918.57,56.5,0.112,14.761,21.784,14.761,1,zero
1441,43,42285.1,63.1,0.086,15.957,13.384,13.384,0,zero
1442,32,31770.78,60.5,0.07,13.334,24.385,13.334,1,zero
1443,53,26638.5,61.4,0.095,9.999,17.867,9.999,1,zero
1444,56,58265.76,65.5,0.06,12.834,2.01,2.01,0,zero
1445,42,52367.05,74.5,0.116,7.117,25.0,7.117,1,zero
1446,30,52036.47,83.1,0.036,40.294,0.428,0.428,0,zero
1447,42,49385.34,72.0,0.088,36.34,25.0,25.0,0,zero
1448,43,25181.33,63.2,0.1,23.907,8.755,8.755,0,zero
1449,46,35194.25,85.4,0.072,20.203,16.082,16.082,0,zero
1450,56,35925.96,49.3,0.098,7.703,25.0,7.703,1,zero
1451,27,19483.16,76.7,0.113,13.318,25.0,13.318,1,zero
1452,52,33315.99,59.7,0.097,12.945,4.059,4.059,0,zero
1453,34,33446.82,69.5,0.058,26.472,10.118,10.118,0,zero
1454,59,41511.99,75.6,0.081,10.101,24.671,10.101,1,zero
1455,53,70388.65,53.9,0.112,32.531,25.0,25.0,0,zero
1456,39,39749.24,71.4,0.07,11.755,25.0,11.755,1,zero
1457,57,41518.17,72.2,0.091,12.835,1.424,1.424,0,zero
1458,31,36997.48,84.6,0.072,46.89,25.0,25.0,0,zero
1459,36,48852.55,97.2,0.041,57.47,14.508,14.508,0,zero
1460,54,27112.99,54.5,0.035,13.032,18.78,13.032,1,zero
1461,45,62752.45,84.2,0.116,15.751,25.0,15.751,1,zero
1462,55,38510.09,69.6,0.085,6.701,12.882,6.701,1,zero
1463,48,35257.72,61.9,0.039,3.936,19.098,3.936,1,zero
1464,44,51640.44,73.7,0.107,23.421,25.0,23.421,1,zero
1465,28,29308.93,57.0,0.077,13.974,2.265,2.265,0,zero
1466,52,48631.01,57.6,0.099,13.95,8.679,8.679,0,zero
1467,44,56862.04,52.6,0.041,16.251,3.975,3.975,0,zero
1468,48,37103.89,75.5,0.112,12.639,24.149,12.639,1,zero
1469,56,64634.1,73.3,0.083,20.158,14.438,14.438,0,zero
1470,58,47731.5,61.9,0.096,23.83,11.165,11.165,0,zero
1471,26,47880.33,85.2,0.033,4.774,25.0,4.774,1,zero
1472,39,56390.38,63.4,0.058,31.344,25.0,25.0,0,zero
1473,58,59568.82,82.8,0.054,15.693,10.392,10.392,0,zero
1474,30,43142.07,71.2,0.115,25.836,25.0,25.0,0,zero
1475,36,49562.87,63.2,0.047,42.376,25.0,25.0,0,zero
1476,27,56756.1,68.9,0.094,16.26,22.143,16.26,1,zero
1477,42,26058.27,57.5,0.034,3.87,7.765,3.87,1,zero
1478,45,19245.97,72.2,0.048,6.69,25.0,6.69,1,zero
1479,39,39309.35,70.3,0.06,9.199,25.0,9.199,1,zero
1480,57,18958.1,75.3,0.102,12.776,24.62,12.776,1,zero
1481,59,36232.06,78.8,0.101,3.052,1.794,1.794,0,zero
1482,50,43772.48,71.2,0.116,3.149,11.174,3.149,1,zero
1483,32,36692.33,55.2,0.113,18.012,15.525,15.525,0,zero
1484,54,38300.88,79.3,0.037,15.934,15.39,15.39,0,zero
1485,47,27980.0,70.1,0.105,9.635,18.469,9.635,1,zero
1486,38,49457.72,51.1,0.071,17.378,25.0,17.378,1,zero
1487,38,27238.44,73.1,0.108,18.388,25.0,18.388,1,zero
1488,26,15000.0,73.9,0.038,5.298,25.0,5.298,1,zero
1489,29,37511.93,66.4,0.104,17.528,25.0,17.528,1,zero
1490,38,50980.24,68.0,0.044,32.91,9.551,9.551,0,zero
1491,49,40957.97,64.0,0.06,10.551,23.896,10.551,1,zero
1492,44,26022.44,74.2,0.033,20.272,10.233,10.233,0,zero
1493,26,41223.41,71.4,0.041,36.853,25.0,25.0,0,zero
1494,30,45259.64,60.9,0.07,29.938,25.0,25.0,0,zero
1495,41,41083.8,86.2,0.104,21.83,10.682,10.682,0,zero
1496,49,36824.99,63.3,0.1,16.143,25.0,16.143,1,zero
1497,52,45832.46,42.9,0.051,17.776,25.0,17.776,1,zero
1498,26,19138.88,65.3,0.044,20.456,25.0,20.456,1,zero
1499,59,29272.54,80.3,0.065,10.424,25.0,10.424,1,zero
1500,29,24337.5,67.9,0.109,6.152,10.763,6.152,1,zero
1501,25,56180.64,53.7,0.038,16.061,7.979,7.979,0,zero
1502,36,48544.38,59.7,0.079,9.176,23.65,9.176,1,zero
1503,47,42221.5,59.2,0.038,11.01,25.0,11.01,1,zero
1504,55,22592.54,64.2,0.072,8.943,8.688,8.688,0,zero
1505,35,48929.77,67.4,0.041,46.774,21.766,21.766,0,zero
1506,34,56638.48,74.9,0.037,58.07,25.0,25.0,0,zero
1507,27,46857.94,71.3,0.047,34.11,25.0,25.0,0,zero
1508,38,39577.87,71.8,0.053,44.441,7.068,7.068,0,zero
1509,40,47580.62,87.8,0.055,73.521,25.0,25.0,0,zero
1510,34,43274.99,78.6,0.088,35.809,9.608,9.608,0,zero
1511,53,51112.91,77.7,0.035,5.448,15.214,5.448,1,zero
1512,34,50844.23,51.9,0.037,15.957,3.994,3.994,0,zero
1513,36,37347.21,62.5,0.047,16.467,6.536,6.536,0,zero
1514,54,32072.3,54.0,0.108,3.566,14.129,3.566,1,zero
1515,25,35202.12,62.3,0.087,26.639,25.0,25.0,0,zero
1516,29,46430.2,77.9,0.096,9.344,25.0,9.344,1,zero
1517,44,35926.72,66.1,0.063,11.124,14.316,11.124,1,zero
1518,32,30993.64,80.7,0.049,5.091,25.0,5.091,1,zero
1519,36,39988.56,76.9,0.033,20.04,25.0,20.04,1,zero
1520,25,53289.48,70.5,0.074,27.894,11.51,11.51,0,zero
1521,44,41621.3,81.0,0.082,23.77,9.907,9.907,0,zero
1522,52,36685.38,83.6,0.111,9.937,20.606,9.937,1,zero
1523,36,43845.18,74.5,0.109,19.715,22.507,19.715,1,zero
1524,52,41008.47,72.3,0.068,19.647,22.675,19.647,1,zero
1525,39,16796.36,76.3,0.068,18.082,9.378,9.378,0,zero
1526,30,48361.11,55.9,0.045,13.153,25.0,13.153,1,zero
1527,44,44889.5,68.8,0.053,4.566,11.228,4.566,1,zero
1528,38,40194.06,69.8,0.113,2.981,25.0,2.981,1,zero
1529,26,52748.28,66.3,0.043,36.223,17.971,17.971,0,zero
1530,33,54555.99,62.1,0.117,15.031,5.339,5.339,0,zero
1531,44,49585.22,80.0,0.075,7.809,16.467,7.809,1,zero
1532,50,29796.39,71.7,0.071,5.98,25.0,5.98,1,zero
1533,53,30211.47,72.6,0.046,18.182,6.998,6.998,0,zero
1534,25,53408.03,84.2,0.09,31.164,25.0,25.0,0,zero
1535,59,17473.31,68.0,0.071,8.277,3.589,3.589,0,zero
1536,30,38213.83,66.1,0.063,20.986,3.035,3.035,0,zero
1537,29,45277.91,83.6,0.054,10.084,25.0,10.084,1,zero
1538,57,18995.11,55.1,0.036,5.915,25.0,5.915,1,zero
1539,38,42812.12,70.5,0.077,13.499,5.404,5.404,0,zero
1540,36,51453.15,62.6,0.058,13.472,14.071,13.472,1,zero
1541,44,22173.09,72.9,0.094,20.066,19.175,19.175,0,zero
1542,48,59898.04,75.7,0.095,21.512,3.171,3.171,0,zero
1543,58,27882.04,76.3,0.06,15.485,25.0,15.485,1,zero
1544,49,46896.83,80.3,0.09,9.616,21.068,9.616,1,zero
1545,53,38996.84,67.5,0.053,8.178,25.0,8.178,1,zero
1546,55,40834.19,68.1,0.095,6.815,25.0,6.815,1,zero
1547,47,24598.06,75.3,0.031,17.089,25.0,17.089,1,zero
1548,44,55125.68,78.9,0.044,16.421,25.0,16.421,1,zero
1549,47,43910.6,57.0,0.052,11.653,25.0,11.653,1,zero
1550,40,59450.08,73.1,0.1,28.254,25.0,25.0,0,zero
1551,32,24910.99,66.0,0.036,36.195,25.0,25.0,0,zero
1552,45,37825.18,70.9,0.047,6.986,25.0,6.986,1,zero
1553,25,42514.35,66.4,0.062,5.374,17.737,5.374,1,zero
1554,32,40724.6,62.8,0.031,9.463,1.708,1.708,0,zero
1555,53,48001.42,59.8,0.099,17.877,14.68,14.68,0,zero
1556,56,37672.98,68.5,0.08,6.043,14.939,6.043,1,zero
1557,29,65464.31,73.6,0.111,29.617,25.0,25.0,0,zero
1558,46,40478.11,64.0,0.033,16.912,25.0,16.912,1,zero
1559,58,15000.0,81.9,0.054,6.553,25.0,6.553,1,zero
1560,25,41010.41,94.6,0.096,6.865,13.389,6.865,1,zero
1561,50,55137.57,74.1,0.091,14.328,14.494,14.328,1,zero
1562,34,28920.33,69.6,0.052,7.693,15.376,7.693,1,zero
1563,54,28158.94,60.9,0.084,4.809,22.276,4.809,1,zero
1564,42,29915.32,73.7,0.101,13.265,25.0,13.265,1,zero
1565,41,27082.28,84.8,0.033,20.801,22.332,20.801,1,zero
1566,50,34247.18,89.5,0.095,4.285,5.992,4.285,1,zero
1567,32,50911.57,84.0,0.053,28.117,1.949,1.949,0,zero
1568,36,58315.99,78.4,0.115,13.283,16.432,13.283,1,zero
1569,51,15000.0,74.1,0.078,12.261,24.424,12.261,1,zero
1570,32,35458.54,59.5,0.033,26.133,1.431,1.431,0,zero
1571,49,43632.38,69.0,0.066,23.417,10.653,10.653,0,zero
1572,28,42432.14,67.8,0.117,13.898,13.245,13.245,0,zero
1573,57,62799.28,69.1,0.096,17.953,25.0,17.953,1,zero
1574,25,15871.67,62.8,0.057,20.71,24.572,20.71,1,zero
1575,43,15000.0,77.6,0.082,2.869,25.0,2.869,1,zero
1576,55,64746.55,67.3,0.084,20.306,21.109,20.306,1,zero
1577,40,49041.2,66.4,0.032,32.004,25.0,25.0,0,zero
1578,38,33143.54,62.8,0.046,11.46,25.0,11.46,1,zero
1579,29,42059.19,72.3,0.08,17.87,13.829,13.829,0,zero
1580,50,42918.61,85.0,0.066,22.469,10.882,10.882,0,zero
1581,52,32853.75,69.9,0.047,3.465,17.874,3.465,1,zero
1582,26,41701.34,72.8,0.1,15.88,25.0,15.88,1,zero
1583,30,44257.76,89.4,0.074,16.071,11.24,11.24,0,zero
1584,33,64186.36,82.0,0.058,3.718,22.378,3.718,1,zero
1585,57,51561.41,75.9,0.045,8.518,25.0,8.518,1,zero
1586,49,60871.88,75.5,0.085,16.151,4.202,4.202,0,zero
1587,37,23877.14,64.0,0.09,6.182,22.172,6.182,1,zero
1588,33,35833.63,63.0,0.09,17.235,25.0,17.235,1,zero
1589,37,42906.96,71.4,0.05,16.693,25.0,16.693,1,zero
1590,55,16946.79,71.7,0.084,1.812,25.0,1.812,1,zero
1591,35,54182.31,61.5,0.111,11.584,25.0,11.584,1,zero
1592,28,47706.52,77.0,0.062,3.189,25.0,3.189,1,zero
1593,58,35594.1,67.2,0.049,8.903,25.0,8.903,1,zero
1594,28,37799.99,81.3,0.099,12.082,4.127,4.127,0,zero
1595,43,55046.4,69.4,0.046,26.267,9.458,9.458,0,zero
1596,30,30454.74,68.6,0.053,11.363,1.73,1.73,0,zero
1597,58,55530.22,60.6,0.039,11.845,25.0,11.845,1,zero
1598,42,36975.54,61.7,0.054,19.61,3.694,3.694,0,zero
1599,37,49071.95,83.2,0.067,21.0,7.128,7.128,0,zero
1600,47,41041.17,72.7,0.036,17.304,22.027,17.304,1,zero
1601,43,66798.33,73.9,0.108,37.266,25.0,25.0,0,zero
1602,35,29351.29,86.0,0.076,9.122,25.0,9.122,1,zero
1603,25,33120.61,56.8,0.083,43.082,13.692,13.692,0,zero
1604,48,21926.49,76.7,0.063,22.484,25.0,22.484,1,zero
1605,31,26838.91,54.1,0.09,8.126,0.629,0.629,0,zero
1606,49,48557.54,65.6,0.069,28.747,15.093,15.093,0,zero
1607,45,59201.96,58.5,0.099,24.272,25.0,24.272,1,zero
1608,39,49917.77,78.6,0.104,39.941,25.0,25.0,0,zero
1609,25,39935.3,51.1,0.09,20.982,19.297,19.297,0,zero
1610,36,29276.63,67.7,0.074,18.026,25.0,18.026,1,zero
1611,31,50781.02,58.4,0.1,0.936,24.649,0.936,1,zero
1612,39,28616.78,61.5,0.074,11.763,25.0,11.763,1,zero
1613,45,23812.58,63.0,0.04,6.047,25.0,6.047,1,zero
1614,43,36298.37,83.2,0.04,12.55,16.843,12.55,1,zero
1615,53,15592.71,66.6,0.115,20.578,4.273,4.273,0,zero
1616,49,23423.38,87.3,0.049,4.259,4.543,4.259,1,zero
1617,57,62631.88,89.4,0.103,27.364,2.756,2.756,0,zero
1618,56,21198.3,91.1,0.052,5.824,23.574,5.824,1,zero
1619,59,25742.22,69.4,0.069,0.767,16.819,0.767,1,zero
1620,50,40861.99,72.1,0.089,13.528,25.0,13.528,1,zero
1621,35,41486.85,73.8,0.044,8.853,25.0,8.853,1,zero
1622,59,37184.51,66.3,0.096,24.968,25.0,24.968,1,zero
1623,32,15959.52,74.2,0.092,6.658,0.994,0.994,0,zero
1624,38,50181.87,60.6,0.079,8.784,22.225,8.784,1,zero
1625,34,34683.36,51.2,0.081,2.364,21.325,2.364,1,zero
1626,26,54645.39,77.1,0.04,20.354,25.0,20.354,1,zero
1627,33,32262.19,66.5,0.069,2.346,25.0,2.346,1,zero
1628,27,51789.93,60.2,0.038,22.047,25.0,22.047,1,zero
1629,45,55553.0,61.5,0.058,17.518,8.354,8.354,0,zero
1630,50,34396.69,85.2,0.111,3.258,25.0,3.258,1,zero
1631,32,50565.4,74.6,0.082,12.721,20.961,12.721,1,zero
1632,26,24057.46,54.8,0.097,21.045,25.0,21.045,1,zero
1633,30,43164.27,58.1,0.082,15.654,25.0,15.654,1,zero
1634,52,54666.73,67.1,0.047,14.936,14.285,14.285,0,zero
1635,53,46221.91,74.8,0.084,19.691,25.0,19.691,1,zero
1636,50,68874.69,62.1,0.098,25.376,25.0,25.0,0,zero
1637,49,46892.3,68.3,0.042,23.735,24.007,23.735,1,zero
1638,36,35616.74,71.1,0.104,24.963,25.0,24.963,1,zero
1639,29,74090.64,71.4,0.08,18.005,18.183,18.005,1,zero
1640,58,59604.41,46.0,0.03,3.803,25.0,3.803,1,zero
1641,39,20765.11,72.2,0.077,9.831,25.0,9.831,1,zero
1642,39,30590.04,52.7,0.066,20.803,25.0,20.803,1,zero
1643,47,27542.1,67.1,0.057,3.566,16.883,3.566,1,zero
1644,30,47747.56,65.0,0.099,20.741,25.0,20.741,1,zero
1645,45,46853.9,59.2,0.111,18.225,3.664,3.664,0,zero
1646,47,46761.42,78.4,0.099,15.639,25.0,15.639,1,zero
1647,40,20441.09,58.8,0.106,6.067,23.269,6.067,1,zero
1648,39,32342.9,64.8,0.112,9.099,3.142,3.142,0,zero
1649,49,38208.58,78.8,0.112,3.888,25.0,3.888,1,zero
1650,35,18136.95,64.5,0.04,8.347,16.317,8.347,1,zero
1651,39,29538.07,62.4,0.071,2.779,8.543,2.779,1,zero
1652,28,56277.2,67.3,0.03,35.919,25.0,25.0,0,zero
1653,45,21351.09,75.4,0.076,22.347,4.458,4.458,0,zero
1654,37,57463.13,84.5,0.113,27.863,14.633,14.633,0,zero
1655,46,53093.79,60.6,0.048,21.202,13.673,13.673,0,zero
1656,43,36511.15,61.4,0.088,12.099,25.0,12.099,1,zero
1657,58,32213.52,67.2,0.088,4.591,16.0,4.591,1,zero
1658,38,49981.93,72.3,0.044,1.672,25.0,1.672,1,zero
1659,28,30547.12,62.3,0.051,11.922,0.81,0.81,0,zero
1660,51,31144.02,76.9,0.072,18.388,16.775,16.775,0,zero
1661,53,39713.58,60.8,0.047,28.975,5.843,5.843,0,zero
1662,52,15000.0,51.0,0.083,6.498,25.0,6.498,1,zero
1663,59,22600.29,75.3,0.074,7.555,18.014,7.555,1,zero
1664,32,36212.07,76.5,0.077,16.149,19.836,16.149,1,zero
1665,40,45708.35,80.4,0.042,17.85,9.293,9.293,0,zero
1666,54,30381.11,50.1,0.077,10.848,19.752,10.848,1,zero
1667,42,37628.67,63.3,0.034,21.226,11.094,11.094,0,zero
1668,26,20638.49,67.5,0.109,20.38,21.441,20.38,1,zero
1669,37,51189.81,87.6,0.061,29.76,0.623,0.623,0,zero
1670,28,42640.99,68.4,0.107,16.165,25.0,16.165,1,zero
1671,50,43702.55,56.5,0.093,26.965,19.409,19.409,0,zero
1672,49,45859.01,73.0,0.099,20.182,15.602,15.602,0,zero
1673,54,40937.53,83.1,0.058,13.364,13.976,13.364,1,zero
1674,35,34194.73,81.0,0.05,16.527,15.349,15.349,0,zero
1675,31,53555.85,75.6,0.067,38.756,23.255,23.255,0,zero
1676,55,41882.57,72.6,0.032,12.978,16.388,12.978,1,zero
1677,34,38011.37,47.3,0.113,12.557,25.0,12.557,1,zero
1678,37,39896.14,70.3,0.065,11.298,18.987,11.298,1,zero
1679,55,39640.42,71.8,0.119,19.766,21.666,19.766,1,zero
1680,31,37890.81,68.4,0.099,16.812,25.0,16.812,1,zero
1681,44,45353.28,77.1,0.037,19.994,25.0,19.994,1,zero
1682,28,28769.68,68.2,0.089,28.053,14.599,14.599,0,zero
1683,31,29646.51,66.3,0.054,31.508,3.371,3.371,0,zero
1684,25,46711.16,80.4,0.052,41.8,13.008,13.008,0,zero
1685,37,38257.13,65.9,0.053,4.369,25.0,4.369,1,zero
1686,46,51656.72,70.6,0.112,14.434,25.0,14.434,1,zero
1687,45,44906.55,79.0,0.075,12.899,22.824,12.899,1,zero
1688,46,33368.47,59.9,0.09,6.275,2.981,2.981,0,zero
1689,52,46901.16,58.8,0.055,26.751,25.0,25.0,0,zero
1690,33,54366.29,83.6,0.077,46.627,8.087,8.087,0,zero
1691,50,45363.75,64.1,0.062,13.303,25.0,13.303,1,zero
1692,33,47987.02,76.9,0.059,9.04,25.0,9.04,1,zero
1693,39,37938.75,52.2,0.052,1.505,11.109,1.505,1,zero
1694,34,51916.48,45.0,0.067,14.576,21.683,14.576,1,zero
